src_id,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9
0,-0.14845807973727485,-0.9727771445740288,0.9794396016399384,-1.4238330672258783,-1.1201202244867163,-0.07736812654619149,-0.17866201794443354,0.22092602628118796,0.04800093810679088,1.6098104681992178
1,-1.947063308110772,1.2980144048174254,0.9151643917563322,-0.8726929967660553,2.537876506222749,1.010652912821698,1.6818107592922389,0.9863566588499026,0.3776263638062616,0.455151585740795
2,-0.12661191025518545,0.12484478000632547,-0.11908793313755645,-0.1054137728753862,-0.7611881479128497,-1.0826930762759397,-0.42387001234424976,-0.2333514168438661,1.489551400049734,1.4634812376817028
3,-2.011327929372338,-2.0130733699124184,-0.15754600103309216,-0.36427764945799296,-0.4506703947707078,0.2751193785393621,-0.18831550944086434,0.11231025369359192,0.2227411109152144,-0.10658466540099727
4,0.2616039863866843,1.4214124543260311,-2.1408315500062867,0.9649504597944631,2.0395695627803514,-0.8337055667377584,0.7260700239861051,1.3211981301709954,-0.8193782716307761,0.2978726452410252
5,-0.1866261228444741,-0.6461808776482821,-0.22306856340140585,0.11376701416677253,0.9735390061198901,1.062666823649001,0.13013046894873548,1.418822338871635,1.0415370350834112,0.9809087434304932
6,0.3294337473565689,-0.15401697186869906,0.8695026317830661,0.9514749427436472,-1.5899571028256894,1.7608478050114886,0.8010014909813936,1.0400602812232782,-0.7947045581954761,-0.7609445217435044
7,-1.9926704299955933,1.6166130736831876,0.3925001316129104,-0.5226498683434199,-0.23285527099374395,-1.9436206942118892,-1.8716590533364093,-0.023582527950531573,-0.823186469459648,0.3791074622166351
8,0.4631648188169947,-1.020087631993931,-0.8299910891308235,2.3208785716715985,0.7169127723939768,1.8739117686090736,-0.06044244697130074,-2.214152572443894,-0.5205578861571774,1.0351685279991911
9,0.4656692006270737,0.6642559603165828,1.4502333961147764,0.9581692449303204,-0.3548768848743461,-1.5877786919521188,-2.1825610815293435,-0.0530336639334336,0.2472804035426419,1.8958802352768276
10,-2.479530075850493,-0.03269561803731789,1.1197736357420158,-0.7792108228466331,-0.05460215817664661,1.1318662621609434,1.2856125313188262,0.13662964646667686,0.7880212986025902,-1.2049762282281216
11,-0.2826854693122003,1.9178029469025548,0.3561259892159155,1.5074161129118462,0.3249793003242942,-0.5394918205874144,0.7328302163006167,-0.5392952965218476,-1.1738235067164706,-0.9206441914125564
12,0.6037906870494045,0.6395690933579306,-1.5513914376858782,0.7395521034509527,0.3747230458191611,-0.7218968367419054,0.4605529178121667,0.8442769295143939,-1.1570490599058172,-0.8829185147187523
